External ID,Status,Company,M,Title,Address,Unit,City,State,Zip,Square Feet,Forms,Parking Space,Area,Type,Bedroom,Bathroom,Monthly Rent,Price per Bedroom,Available,Paid Utilities,Pets,Pets Info,Laundry,Web Description,Phone,Gate Code,Key Number,Email,Commission,Bonus,Deposit and 1st Month's Rent Paid To,Description,Double Occupancy,Dbl Occ Info,Listing Type,Pool
,Leased,ACR,,5212 Guadalupe #B,5212 Guadalupe ,B,Austin,TX,,,TAA + ADDENDA,,NC/HP,House/Duplex,1,1.0,1195.0,1195.0,2016/8/9,,,,,,"512-788-2185, 480-295-6937",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property",Back House - New Construction and Finish Outs. Includes one parking space and washer/dryer.,,,,
,Active,ACR,,2206 Nueces #106,2206 Nueces,106,Austin,TX,,,TAA + ADDENDA,,WC,Condo,1,1.0,950.0,950.0,2015/8/12,,,,,,512-497-5751,,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Fully Furnished, Parking included, Great location",,,,
,Active,ACR,,5414 Grover #B,5414 Grover,B,Austin,TX,,,TAA + ADDENDA,,NC/HP,House/Duplex,1,1.0,1150.0,1150.0,2016/8/9,,,,,,512-293-5381,,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Stand Alone backhouse, Built 2008, Washer/Dryer",,,,
,Active,ACR,,1506 North Street #B,1506 North Street,B,Austin,TX,,,TAA + ADDENDA,,NC/HP,House/Duplex,1,1.0,1175.0,1175.0,2016/8/9,,,,,,512-470-8827,,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Stand Alone backhouse, Built 2008, Washer/Dryer",,,,
,Leased,ACR,,Villa Salano,610 W 51st,101,Austin,TX,,,TAA + ADDENDA,,NC/HP,Condo,1,1.0,895.0,895.0,2016/8/5,,,,,,"304-685-7062, 301-466-6650",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Fourplex, Spacious, W/D included, Parking included",,,,
,Leased,ACR,,Villa Salano,610 W 51st,102,Austin,TX,,,TAA + ADDENDA,,NC/HP,Condo,1,1.0,895.0,895.0,2016/8/5,,,,,,940-312-9075,,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Fourplex, Spacious, W/D included, Parking included",,,,
,Leased,ACR,,Villa Salano,612 W 51st,101,Austin,TX,,,TAA + ADDENDA,,NC/HP,Condo,1,1.0,895.0,895.0,2016/8/5,,,,,,970-903-7416,,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Fourplex, Spacious, W/D included, Parking included",,,,
,Leased,ACR,,Villa Salano,612 W 51st,102,Austin,TX,,,TAA + ADDENDA,,NC/HP,Condo,1,1.0,895.0,895.0,2016/8/5,,,,,,202-746-1997,,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Fourplex, Spacious, W/D included, Parking included",,,,
,Leased,ACR,,Hyde Park Terrace #204,303 W 35th,204,Austin,TX,,,TAA + ADDENDA,,NC/HP,Condo,1,1.0,1125.0,1125.0,2016/8/12,,,,,,860-830-2162,,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Wood Floors, spacious, great location, Washer/Dryer",,,,
,Leased,ACR,,Speedway Condos #5,3011 Speedway,5,Austin,TX,,,TAA + ADDENDA,,NC/HP,Condo,1,1.0,1295.0,1295.0,2015/8/13,,,,,,817-565-4080,,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","High End Finishout, Walk to Campus, Great View",,,,
,Active,ACR,,704 Franklin #B,704 Franklin ,B,Austin,TX,,,TAA + ADDENDA,,NC/HP,House/Duplex,1,1.0,1025.0,1025.0,2016/8/12,,,,,,"713-423-9500, 281-638-4412",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Charming back House, Very Unique, Wood Floors, W/D",,,,
,Leased,ACR,,Keystone Apartments,912 W 22 1/2  ,A,Austin,TX,,,TAA + ADDENDA,,WC,Apartment,1,1.0,850.0,850.0,2016/8/5,,,,,,956-432-9220,,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Walking distance to campus, parking included",,,,
,Leased,ACR,,Keystone Apartments,912 W 22 1/2  ,B,Austin,TX,,,TAA + ADDENDA,,WC,Apartment,1,1.0,895.0,895.0,2016/8/5,,,,,,706-621-0082,,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Walking distance to campus, parking included",,,,
,Leased,ACR,,Keystone Apartments,912 W 22 1/2  ,C,Austin,TX,,,TAA + ADDENDA,,WC,Apartment,1,1.0,850.0,850.0,2016/8/5,,,,,,210-425-2575,,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Walking distance to campus, parking included",,,,
,Leased,ACR,,Keystone Apartments,912 W 22 1/2  ,D,Austin,TX,,,TAA + ADDENDA,,WC,Apartment,1,1.0,875.0,875.0,2016/8/5,,,,,,903-279-6880,,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Walking distance to campus, parking included",,,,
,Leased,ACR,,Keystone Apartments,912 W 22 1/2  ,E,Austin,TX,,,TAA + ADDENDA,,WC,Apartment,1,1.0,875.0,875.0,2016/8/5,,,,,,817-308-8838,,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Walking distance to campus, parking included",,,,
,Leased,ACR,,Keystone Apartments,912 W 22 1/2  ,F,Austin,TX,,,TAA + ADDENDA,,WC,Apartment,1,1.0,875.0,875.0,2016/8/5,,,,,,832-512-0331,,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Walking distance to campus, parking included",,,,
,Active,ACR,,Keystone Apartments,912 W 22 1/2  ,G,Austin,TX,,,TAA + ADDENDA,,WC,Apartment,1,1.0,850.0,850.0,2016/8/5,,,,,,832-566-8965,,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Walking distance to campus, parking included",,,,
,Active,ACR,,Keystone Apartments,912 W 22 1/2  ,I,Austin,TX,,,TAA + ADDENDA,,WC,Apartment,1,1.0,875.0,875.0,2016/8/5,,,,,,281-772-7658,,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Walking distance to campus, parking included",,,,
,Active,ACR,,Keystone Apartments,912 W 22 1/2  ,J,Austin,TX,,,TAA + ADDENDA,,WC,Apartment,1,1.0,895.0,895.0,2016/8/5,,,,,,512-808-6036,,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Walking distance to campus, parking included",,,,
,Active,ACR,,The Jacksonian,3816 Speedway,,Austin,TX,,,TAA + ADDENDA,,NC/HP,Apartment,0,1.0,850.0,850.0,2016/8/12,,,,,,"Schedule 24 hrs in advance w/ office, tillery@austincityrealty.net",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Updated laminate wood floors, appliances and counters. Great Location, Bus Stop Outside. +$25/month for allocated water.",,,,
,Leased,ACR,,4312 Avenue G Unit B,4312 Avenue G,B,Austin,TX,,,TAA + ADDENDA,,Hyde Park,House/Duplex,0,1.0,925.0,925.0,2016/8/11,,,,,,703-939-0315,,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Back house.  Features wood floors, lots of natural light.   Well kept and updated.  Pictures added to the website",,,,
,Active,ACR,,4712 Depew,4712 Depew,,Austin,TX,,,TAA + ADDENDA,,NC/HP,Apartment,0,1.0,800.0,800.0,2016/8/16,,,,,,"Schedule 24 hrs in advance w/ office, tillery@austincityrealty.net",,,,.3,,"ACR | Deposit = 1 Month's Rent, App Fee $100/Applicant, Admin Fee = $100/Property","Studio w/ on site laundry room. Large, grassy courtyard, includes parking. Tile or wood plank floors",,,,
